"id","account","text","text2"
"3413","@WPCION","#BREAKING
🚨🚨🚨🚨🚨🚨🚨
RAWALPINDI CORONAVIRUS ALERT
🚨🚨🚨🚨🚨🚨🚨
#CoronaInPakistan 
Two employees of Bank of Punjab, Chandni Chowk branch, Satellite Town, Rawalpindi have allegedly diagnosed POSITIVE 
USE EXTREME CAUTION","#BREAKING
🚨🚨🚨🚨🚨🚨🚨
RA"
"4598","@QuakeFury","The mass escape from China has begun through unpatrolled borders.

Thousands of people have escaped to Vietnam from the ‘Guangxi’ border because of #coronavirus","The mass escape from"
"4598","@HappeningNow__","The mass escape from China has begun through unpatrolled borders.

Thousands of people have escaped to Vietnam from the ‘Guangxi’ border because of #coronavirus","The mass escape from"
"1909","@Yaozulong1","中華民族同胞們
从生到死只是一呼之间
美国人得了冠状病毒，都跳海自杀
谁能告诉我真相啊","中華民族同胞們
从生到死只是一呼之间
美"
"3342","@Chander37558536","अगर आपको INDIA का lockdown ज़्यादा कड़क लगता है तो एक बार foreign Lockdown भी देखले ।","अगर आपको INDIA का lo"
"801","@Helloimran2","शराब के ठेके खोलने के बाद ही पहला रुझान पुलिस वाले के नाम 😂😂👇","शराब के ठेके खोलने क"
"2243","@migrandin","From one - ONE - hospital in New York. And still some people just won't take this seriously.","From one - ONE - hos"
"2243","@TruthWi60348276","It is in New York. Body bags all over the place... #COVIDー19","It is in New York. B"
"2243","@gorez1","En algun hospital de New York......","En algun hospital de"
"2243","@AStrazieri","Horreur au USA 1 vidéo sortie de Lenox Hill Hospital entre 76th Street et Park Avenue dans le centre de #Manhattan #NewYork montrant un nombre totalement horrible de cadavres de personnes tuées par le #coronavirus
Des dizaines de sacs mortuaires, remplis de morts tapissent le sol","Horreur au USA 1 vid"
"1422","@ia_rajpoot","Chiniot: Force came into against three Covid19 patients who were trying to escape from a Quarantine","Chiniot: Force came "
"3838","@SahebAlam007","कोरोना का असली कहर देखना है तो.. चाइना से आई इस वीडियो को देखें 
 इस वीडियो को ध्यान से देखे कि इस महामारी के शिकंजे में फंसे हुए लोगों को.. पकड़ने के लिए.. वहां पुलिस प्रशासन को कितनी दिक्कतें झेलनी पड़ रही हैं  आपका दिल भी दहल उठेगा इस वीडियो को देखकर।","कोरोना का असली कहर द"
"3838","@ShamsAct","करोना का मज़ाक बनाने 
वाले चीन से आएं इस 
विडियो को ध्यान से देखिए..!!
 इस महामारी के शिकंजे में 
फंसे हुए लोगों को पकड़ने के लिए,
 वहां पुलिस प्रशासन को कितनी 
दिक्कतें झेलनी पड़ रही है 😢..!!","करोना का मज़ाक बनाने"
"1352","@KrishanSinghLa2","गुजरात मे इन #मजदूरो के बारे मे #दलाल_मीडिया का क्या ख्याल है।इनके पास ना तो खाने के लिए राशन है ना ही राशन खरीदने के लिए पैसे है ना ही रहने के लिए रूम है।यह लोग जाये तो जाये कहाँ  ??","गुजरात मे इन #मजदूरो"
"1352","@modal22333","गुजरात मे इन #मजदूरो के बारे मे #दलाल_मीडिया का क्या ख्याल है।इनके पास ना तो खाने के लिए राशन है ना ही राशन खरीदने के लिए पैसे है ना ही रहने के लिए रूम है।यह लोग जाये तो जाये कहाँ #मीडिया को असली तस्वीर छुपाने के लिए #जमाती और #मस्जिद वाला मुद्दा चाहिये ताकि नफरत का माहौल गरम रहे","गुजरात मे इन #मजदूरो"
"1352","@SainHimanshu01","गुजरात मे इन #मजदूरो के बारे मे #दलाल_मीडिया का क्या ख्याल है।इनके पास ना तो खाने के लिए राशन है ना ही राशन खरीदने के लिए पैसे है ना ही रहने के लिए रूम है।यह लोग जाये तो जाये कहाँ #मीडिया को असली तस्वीर छुपाने के लिए #जमाती और #मस्जिद वाला मुद्दा चाहिये ताकि नफरत का माहौल गरम रहे","गुजरात मे इन #मजदूरो"
"1352","@VikashR32942455","गुजरात मे इन #मजदूरो के बारे मे #दलाल_मीडिया का क्या ख्याल है।इनके पास ना तो खाने के लिए राशन है ना ही राशन खरीदने के लिए पैसे है ना ही रहने के लिए रूम है।यह लोग जाये तो जाये कहाँ #मीडिया को असली तस्वीर छुपाने के लिए #जमाती और #मस्जिद वाला मुद्दा चाहिये ताकि नफरत का माहौल गरम रहे https://twitter.com/ABPNews/status/1250620015801298944 …","गुजरात मे इन #मजदूरो"
"1352","@casanova_lawyer","These Helpless People are not Tablighis ,They are Poor Hindus Who are Stranded due to Lockdown .Has any TV Chanel discussed This .","These Helpless Peopl"
"1490","@arslan_hidayat","Protect our doctors & nurses by not buying medical supplies from bloody #China!","Protect our doctors "
"2909","@tprincedelamour","Humiliation de la France et des Français à #Lyon: Alors que les églises ont été fermées manu militari, les mosquées restent ouvertes et les pauvres Lyonnais, confinés de force, doivent même se beurrer des chants islamiques criés depuis un #minaret.
Un vrai cauchemar! 
#Covid_19fr","Humiliation de la Fr"
"2895","@AlataKhafi","The Canadian PM's wife. 
For people who are still not taking it seriously. #COVIDー19 #QuaratineLife #StayHome #lockdownpakistan","The Canadian PM's wi"
"3144","@staniam50","Lockdown means lockdown In Italy","Lockdown means lockd"
"3144","@RadioPaparazi","Lockdown means lockdown In Italy 🔥🔥🔥 dem no dey joke..no be Tom and Jerry 👈","Lockdown means lockd"
"3144","@BenjaminEnfield","Lockdown means lockdown In Italy","Lockdown means lockd"
"3144","@johnmerrylin","Lockdown means lockdown In Italy","Lockdown means lockd"
"3144","@BaronvonKlar","Lockdown means lockdown In Italy.

Is this a glimpse into our future?","Lockdown means lockd"
"2501","@yantipuspita21","Untuk Pertama x, setelah 500th di larang, di tengah wbh Corona yg melanda, Spanyol, bumi yg pernah 100an th wilayah umat Islam Andalusia kini boleh azan kembali dgn pengeras suara.Takbir, AllahhuAkbar! #azan #spanyol #andalusia

Cc. @teriwinarno1 
@VADUKA__KOLAK 
@TrisnaKSasmita","Untuk Pertama x, set"
"2448","@YRanaraja","意大利夜晚用僵尸遥控机赶市民回家，不要在外面。真是好办法！#COVID19outbreak #中国","意大利夜晚用僵尸遥控机赶市民回家，不要在"
"2448","@skumar176","How drones can be put into good utilisation to lockdown the stubborn group of our community during this #COVID19 #lockdown #FightagainstCoronavirus #CoronaPandemie","How drones can be pu"
"2448","@russian_market","We told you, #stayhome!","We told you, #stayho"
"4608","@disclosetv","Only in China! #COVID19 coronavirus disinfection rainbow.","Only in China! #COVI"
"4608","@YuukiAnzai","Ini propaganda China yang seolah-olah pro LGBT 🤮

""Only in China! COVID2019 coronavirus disinfection rainbow.""","Ini propaganda China"
"4422","@_____Tweety____","#CoronaVirusUpdate 
Scenes from Germany!
#coronavirus fears in Germany result in large crowds outside a 🦠🤮🦠supermarket. People pushing each other to get into store firstmto get necessary supplies . #COVID19 #COVID2019","#CoronaVirusUpdate 
"
"4422","@NizarKadi","📌#Aldi in Germany 📌 
Unmöglich","📌#Aldi in Germany 📌 "
"4422","@Xy5Z89","#Germany #Berlin #Coronarivus

Footage from the morning 7AM at a Aldi (groceries discounter)in Berlin... the people are going crazy..@no_itsmyturn @EndGameWW3","#Germany #Berlin #Co"
"4422","@For_bearance","Aldi Germany 🇩🇪 omg 😲 panic buyers!! #Cornavirus","Aldi Germany 🇩🇪 omg "
"2161","@SanaUrr60385827","#मंदिर_में_पिटता_कानून
पुलिस वाले को केवल इसलिये पीटा गया क्योंकि वो मंदिर में #लाॅक_डाउन के पालन को तोड़ने पर रोक लगा रहा था।। #राष्ट्रद्रोही_मीडिया  के आंख में मोतियाबिंद हो गया है क्या सरकार इनपर कोई कार्रवाई नहीं करेगी 🤔 
#सरकार_निकम्मी_मीडिया_दलाल_है","#मंदिर_में_पिटता_कान"
"2161","@royal_siraj","#मंदिर_में_पिटता_कानून
पुलिस वाले को केवल इसलिये पीटा गया क्योंकि वो मंदिर में #लाॅक_डाउन के पालन को तोड़ने पर रोक लगा रहा था।। #राष्ट्रद्रोही_मीडिया  के आंख में मोतियाबिंद हो गया है क्या सरकार इनपर कोई कार्रवाई नहीं करेगी 🤔 @HansrajMeena 
#सरकार_निकम्मी_मीडिया_दलाल_है","#मंदिर_में_पिटता_कान"
"2161","@Shameem47347305","मंदिर में पिटता कानून
पुलिस वाले को केवल इसलिये पीटा गया क्योंकि वो मंदिर में लोक डाउन के पालन को तोड़ने पर रोक लगा रहा था।।
गरीबों के सब्जियों के ठेले तो बहुत पलटे है पुलिस ने क्या अब इन पर भी कार्यवाही करवाएंगे @ArvindKejriwal  Mardin mai pitta tumahari maa ka yrrrrr","मंदिर में पिटता कानू"
